retraírelefiertdubrancqͥ	retraíre le fiert du branc qͥ
estletrepardesorlamaímelleli	est letre par desor la maímelle li
desmaelleLechavalꝑdesozliatout	 desmaelle Le chaval ꝑ desoz lia tout
detͣnchieLicuensliapoiaqueli	detͣnchie Li cuens li apoia que li
cuerotíríe	cuer ot íríe
brancbien	branc bien
leschinela	l eschine l a
tͣchiecope	tͣchie  cope
lisunthorsvoleMesínen	li sunt hors vole Mes í n en
íotnusmaumisneempere	í ot nus maumis ne empere
Lisanca	Li sanc a
gͣntfoisonliist	gͣnt foison li ist
horsducosteOezde..f̃.ꝯ	hors du coste Oez de .. f̃ . ꝯ
liroisregardede	li rois regarde de
mẽbredela	mẽbre  de la
tͥnítedusaíntesperitali	tͥníte  du saínt esperit a li
m͛cilia	m͛ci li a
crieGentixhonsdebonhierenem	crie Gentix hons de bonhiere ne m
ocirepordeSimeniroi	ocire por de Si m en iroi
roiscoronegeticreancbien	rois corone  ge ti creanc bien
desorme	de sor me
leauteQ̃getendroilafoi	leaute Q̃ ge tendroi la foi 
lacrestienterendroilacoronelisíne	la crestiente  rendroi la corone  li síne
aourelesdívesreliq̃sdomi	aoure  les díves reliq̃s dom i
coilesprigeonq̃schaetifmaleurehonte	coi les pri ge onq̃s chaetif maleure honte
menestvenuejesoide	m en est venue je soi de
v͛íteOl̃.gentishonsaiezdemoi	v͛íte Ol̃ . gentis hons aiez de moi
pitieSigemer	pitie Si ge mer
ſarr̃.ilvosiertreꝓveBersitu	ſarr̃ . il vos iert reꝓve Ber si tu
nemítienzjamí	ne m í tienz ja m í
v͛rasv͛seQͣntlententOl̃.sidepitie	v͛ras v͛se Qͣnt l entent Ol̃ . si de pitie
ploreDesozlarbrelechouchebelement	plore De soz l arbre le chouche belement
soefvaíncueest	 soef vaíncue est
labataillelichãp	la bataille  li chãp
afinezOl̃.pristliroisqui	afinez Ol̃ . prist li rois qui
ml̃testoitnafrezDevantluilechouchabelementsoef	ml̃t estoit nafrez Devant lui le choucha belement  soef
dunpeudesonbliautliabende	d un peu de son bliaut li a bende
lescostezSiredist.f̃.pordexcar	les costez Sire dist . f̃ . por dex car
menportezvolentiersmiferoibaptizierlever	m en portez volentiers m i feroi baptizier  lever
Sigemerſarr̃.ilvosiert	Si ge mer ſarr̃ . il vos iert
reꝓvezCertesdistOl̃.	reꝓvez Certes dist Ol̃ .
jesuíengͣntpensezjaparmoi	je suí en gͣnt pensez ja par moi
níserezchargiezne	n í serez chargiez ne
remuezLiſarr̃.sesforcepres	remuez Li ſarr̃ . s esforce pres
deluiestalezadonq̃s	de lui est alez adonq̃s
suntasisbelementlezalez.f̃.	sunt asis belement lez alez . f̃ .
dalixandreveis	d alixandre veis
liconteestalezDoucementlepͥaꝑ	li conte est alez Doucement le pͥa ꝑ
gͣnthumilitezGentisquensOl̃.por	gͣnt humilitez Gentis quens Ol̃ . por
dexcarmenportezMoutsui	dex car m en portez Mout sui
presdemafinje	pres de ma fin je
ailicuercrevezvoitici.ii	ai li cuer crevez voit ici . ii
.destͥescoranz	. destͥes coranz
abrívezva	 abrívez va
sorqͥla	sor qͥ la
estaregníe	est aregníe
Simonteꝑlestríu	Si monte ꝑ l estríu
quidorestpainturezpeisvíenꝑ	qui d or est painturez peis víen ꝑ
davantmoisorcest	davant moi sor cest
arbͤrameBienme	arbͤ rame Bien me
porrasportereslogesantref	porras porter es loges  an tref
siemporteplorancetropmí	 si emporte plorance trop mí
espeesonq̃shonsnevít	espees onq̃s hons ne vít
texBientisarraadestreci	tex Bien ti sarra a destre ci
tͣverserzMes	tͣverserz Mes
sítumaschargiegardenídemorer	sí tu m as chargie garde n í demorer
voiztulacebruilletacesarbresplantezLa	voiz tu la ce bruillet a ces arbres plantez La
laissoihuematín.l.m.armezOr	laissoi hue matín . l . m . armez Or
bontezCarjenevoicomentnusenpuisseeschaper	bontez Car je ne voi coment nus en puisse eschaper
Orsontnrẽ	Or sont nrẽ
francoisenz	francois enz
enlator	en la tor
carreesarr̃.lesasaillent	carree sarr̃ . les asaillent
laputegentdesvee	la pute gent desvee
Liamírantapelemalpíndaigre	Li amírant apele malpín d aigre
lamerbetee	la mer betee
amírantparma	amírant par ma
barbemelleeSi	barbe mellee Si
saceíntureavoies	sa ceínture avoies
aflori.	a flori .
embleejapuísfrancoisnaroientv͛snos	emblee ja puís francois n aroient v͛s nos
nuledureesi	nule duree  si
tulamenbloiescest	tu la m enbloies c est
veriteꝓveeDemonorti	verite ꝓvee De mon or ti
donraíunegͣntsomereeTantꝯlaceínture	donraí une gͣnt someree Tant ꝯ la ceínture
aientnertlatorafameeSirece	aient n ert la tor afamee Sire ce
demaínaínzlavespreeaíncoisdemaínalaubeq̃	demaín aínz la vespree aíncois demaín a l aube q̃
perelaroseevosaurela	pere la rosee vos aure la
lívreeQͣntlentent	lívree Qͣnt l entent
lamirantgͣntjoiea	l amirant gͣnt joie a
demeneeLijorvetadeclín	demenee Li jor vet a declín 
tornelavespreeTant	torne la vespree Tant
venuzestes	venuz est es
fossezsalesuetresnoeepuís	fossez s a l esue tresnoee puís
senveta	s en vet a
latorsilaplustostrampeeQueescurol	la tor si l a plus tost rampee Que escurol
nachesne	n a chesne
enlaforest	en la forest
rameeenla	ramee en la
torsenentra	tor s en entra
caiementaceleeisnelement	caiement a celee isnelement 
tostvíntalachemíneeune	tost vínt a la chemínee une
alusdelachambresi	a l us de la chambre si
latrovaf͛meeila	la trova f͛mee  il a
ditsoncharmetantostestdeffermeeNosfrancoisvoit	dit son charme tantost est deffermee Nos francois voit
dormantenla	dormant en la
salepaveeSianozgentlilerre	sale pavee Si a noz gent li lerre
soduíteenchanteeQ̃ilne	soduíte  enchantee Q̃ il ne
sesveillassentporlatordor	s esveillassent por la tor d or
ꝯbleeLi	ꝯblee Li
cuensGuídeborgoignealachierm̃breeerta	cuens Guí de borgoigne a la chier m̃bree ert a
veoírligͣntostquilaertasembleeli	veoír li gͣnt ost qui la ert asemblee  li
lerresnefistpluslonguedemoreevientaulitflori	lerres ne fist plus longue demoree vient au lit flori
⁹beleq̃	⁹ bele q̃
feeTanta	fee Tant a
lavoittroveeenvironluíla	l avoit trovee environ luí la
lasaisittote	la saisit tote
nuesacheeLapucelesesveilleenhauts	nue sachee La pucele s esveille en haut s
estescrieeSeíntemariedamereínecoroneeOu	est escriee Seínte marie dame reíne coronee Ou
estesuosfetelletͦpfeteslõgueesteeSespuceles	estes uos fet elle tͦp fetes lõgue estee Ses puceles
acorentchecuneescheveleeQͣntvoient	acorent checune eschevelee Qͣnt voient
lilarron	li larron
plusnoir	plus noir
TotelaplushardieestenfuíetorneeLi	Tote la plus hardie est en fuíe tornee Li
lerrea.flori.desozluí	lerre a . flori . desoz luí
v͛gondeeQͣntGuíondeborgoigne	v͛gondee Qͣnt Guíon de borgoigne
escouteealachambresen	escoutee a la chambre s en
vientcorant	vient corant
derandoneeilescrie	de randonee il escrie
asamíetesiezvosbeleneeQͣnt	a s amíe tesiez vos bele nee Qͣnt
lilerresl	li lerres l
oitdulitsautavoleeli	oit du lit saut a volee  li
dusleferitolechiefdel	dus le ferit o le chief de l
espeeen.íí.moitiez	espee en . íí . moitiez
lefentlaceínture	le fent la ceínture
anubleeOnc	anublee Onc
ladedenzdureeDoncsaillentsusliꝯtes	la dedenz duree Donc saillent sus li ꝯtes
delat͛resauvee	de la t͛re sauvee 
Guíloralachose	Guí lor a la chose
dechiefenchiefconteeLelarronont	de chief en chief contee Le larron ont
geteꝑmíunepríveeO	gete ꝑmí une prívee O
totelaceínturededenzlamer	tote la ceínture dedenz la mer
porcoilefírentsiduredestíneeJamesiceste	por coi le fírent si dure destínee James iceste
ꝑteneserarestoreeꝑdue	ꝑte ne sera restoree ꝑdue
estlaceínture	est la ceínture
enlamergeteeelevaloit	 en la mer getee ele valoit
dorfínunegͣnttor	d or fín une gͣnt tor
raseeQͣntnozfrancoisloirentmíeneloragree	rasee Qͣnt noz francois l oirent míe ne lor agree
mespeeporrastoncorsbãníerQͣnt.f̃.	m espee porras ton cors bãníer Qͣnt . f̃ .
lententneseveustcorocierparde	l entent ne se veust corocier par de
sorsonmantelmíst	sor son mantel míst
soncorsacouchierSorson	son cors a couchier Sor son
escuestoit.f̃.acoudez	escu estoit . f̃ . acoudez
Tantfutfiersnobiles	Tant fut fiers  nobiles 
degͣntcruautezN	de gͣnt cruautez N
iprisa.ol̃.íí.deníersmonaiezVasal	i prisa . ol̃ . íí . deníers monaiez Vasal
sitaistlitondexzCamoidi	si t aist li ton dexz C a moi di
quituies	qui tu ies 
dequelparentezRespont.ol̃.	de quel parentez  Respont . ol̃ .
janorrezv͛ítezLenmapelegarínde	ja n orrez v͛ítez L en m apele garín de
peregorzfunezfiuza.i.vavasorqui	peregorz fu nez fiuz a . i . vavasor qui
otnonjocerelautrejorfuíjeprimes	ot non jocere l autre jor fuí je primes
madoba.	m adoba .
k.lifortroiscoronezanvoiema	k . li fort rois coronez anvoie m a
atoiasezmen	a toi asez m en
apriezpordesreníer	a priez por desreníer
sondroitse	son droit se
icienvoiezGef͛roilabataillesituies	ici envoiez Ge f͛roi la bataille si tu ies
siossezOrmonteínellementq̃pl⁹n	si ossez Or monte ínellement q̃ pl ⁹ n
ídemoreizQͣntlentent.f̃	í demoreiz Qͣnt l entent . f̃
.sia.i.rís	. si a . i . rís
jegezGaríncarmídioregarde	jegez Garín car mí di ore garde
nemícelerporquoiníestvenu	ne mí celer por quoi n í est venu
.R̃.liadurezOulicuens.ol̃	. R̃ . li adurez Ou li cuens . ol̃
.quitantestredotez	. qui tant est redotez
Berartdemondidierouogierlalosezpar	Berart de mondidier ou ogier l alosez par
ontenvíotezMesgedomlenna	ont en víotez Mes ge dom l en n a
curesuíicienvoíezGe	cure suí ici envoíez Ge
f͛roilabataillesituiessiossezCarꝑ	f͛roi la bataille si tu ies si ossez Car ꝑ
icelapostreq̃lenqͥerten	icel apostre q̃ l en qͥert en
erũprezGet	erũprez Ge t
iroijaferír	iroi ja ferír
lescostezQͣntlentent.f̃.griesen	les costez Qͣnt l entent . f̃ . gries en
futíríez	fut  íríez
adoncaresponduꝯjaoirporrezalmoifoi	adonc a respondu ꝯ ja oir porrez al moi foi
Garínce	Garín ce
sachesporv͛tez	saches por v͛tez
Onq̃puísicelleoreq̃jefuíadobezne	Onq̃ puís icelle ore q̃ je fuí adobez ne
ífutroisouconteouamírantclamez	í fut rois ou conte ou amírant clamez
Siteocisde	Si te ocis de
coiseramonprismontez	coi sera mon pris montez
C͛tesaínzseroitlaidementavílez	C͛tes aínz seroit laidement avílez
portoinefisporhome	por toi ne fis por home
aroiamoncoulmonfort	aroi a mon coul mon fort
míleroichaerat͛redemongrezpeispren	mí leroi chaer a t͛re de mon grez peis pren
monbaucensilãmaeneau	mon baucen  si l ãmaene au
tͤzSigefacceportoice	tͤz Si ge fac ce por toi ce
seraamitiezrespont.ol̃.de	sera amitiez  respont . ol̃ . de
folieꝑlezOuvo⁹voillezou	folie ꝑlez Ou vo ⁹ voillez ou
nonlidestͥer	non li destͥer
ꝑdroizlatestesivísnevosrendezQͣnt	ꝑdroiz la teste si vís ne vos rendez Qͣnt
estforsenezGaríndist.f̃.leimoia	est forsenez Garín dist . f̃ . lei moi a
toiꝑler	toi ꝑler
hardiiesꝯbatremíuzenfaiz	hardi ies ꝯbatre míuz en faiz
aamerparmahometmondex	a amer par mahomet mon dex
entoinaq̃blamer	en toi n a q̃ blamer
bashomenevolionc	bas home ne voli onc
josterCarsijetocie	joster Car si je t ocie
devroitpeserjamesnavraíeanor	devroit peser james n avraíe anor
venujosterMesge	venu joster Mes ge
tevoilgreignoranormost͛erDesosuscebaucen	te voil greignor anor most͛er De so sus ce baucen
qͣntque	qͣnt que
puetrandoner	puet randoner
mõchevalmõescu	mõ cheval  mõ escu
porterpuísmenvoi.	porter puís m en voi .
R̃.ou.ol̃.son	R̃ . ou . ol̃ . son
perBerartdemondidierlescozgilemerOuogier	per Berart de mondidier  l escoz gilemer Ou ogier
lidanoisquitantfaitaloer	li danois qui tant fait a loer
linusníosenevenír	 li nus n í ose ne venír
nealerSiení	ne aler Si en í
víenge.íí.	víenge . íí .
porlorcorsesꝓvernelitiezneliquart	por lor cors esꝓver ne li tiez ne li quart
niserarefusezCertes	n i sera refusez Certes
dit.ol̃.de	dit . ol̃ . de
folieparlez	folie parlez
devãtvaunuble	devãt vaunuble
a.RI.siegemis	a . RI . siege mis
Ontilbiẽjẽtceditlẽꝑeriz	Ont il biẽ jẽt ce dit l ẽꝑeriz
Oilmadamefoiq̃dois̃denisbiẽsõt	Oil ma dame foi q̃ doi s̃ denis biẽ sõt
.iii.m.	. iii . m .
dech̃rs	de ch̃rs
gentishuímesdevõabe.revenírricheservise	gentis huímes devõ a be . revenír riche servise
ẽfistlẽꝑerizbeg̃emportẽtauloh͛angarĩ	ẽ fist l ẽꝑeriz beg̃ emportẽt au loh͛an garĩ
dautreꝑt	d autre ꝑt
sõtganchideciagordene	sõt ganchi de ci a gorde ne
pͥstrẽtonq̃sfĩ	pͥstrẽt onq̃s fĩ
cesdamoiseleschant͛esbaudir	ces damoiseles chant͛  esbaudir
halteestlafestechascũslavialtoirSaĩte	halte est la feste chascũs la vialt oir Saĩte
marieceditlidusgarĩsreinedameqͥlo	marie ce dit li dus garĩs reine dame qͥ lo
corsdeutenissauvemõcors	cors deu tenis sauve mõ cors 
tͤstozmesamisLicuersme	tͤstoz mes amis Li cuers me
cestbiẽ	c est biẽ
qͥmedoieavenírdonezlo	qͥ me doie avenír donez lo
venezv⁹amisde	venez v ⁹ amis de
amiexvdisQ̃xhõestceq	a mie xv dis Q̃x hõ est ce q
ãcelebieregistEstilmalades	ã cele biere gist Est il malades
esturẽsfreresd⁹.be.	est urẽs freres d ⁹. be .
debelinenlaforest	de belin en la forest
.fro.lo	. fro . lo
posteifLov⁹alendetranchieocis	posteif Lo v ⁹ a l en detranchie  ocis
Lid⁹lentẽt	Li d ⁹ l entẽt
aponẽrajevisgrantduel	a po n ẽraje vis grant duel 
grantcrinesdeutonãtnipoist	grant cri nes deu tonãt n i poist
anoirGarĩssepasmeq̃nesẽ	an oir Garĩs se pasme q̃ ne s ẽ
pottenir	pot tenir
aurelev͛oroiez	au relev͛ or oiez
q̃ildistpor	q̃ il dist por
v⁹a.fro	v ⁹ a . fro
.ocisjadisoitilqͥlestoitnrẽamisnos	. ocis ja disoit il qͥl estoit nrẽ amis nos
estieng͛roiehaiLa	estien g͛roie  hai La
pesfufete	pes fu fete
devãtloroipepĩorv⁹	devãt lo roi pepĩ or v ⁹
õtmortjanenpuissẽtjoir	õt mort ja n en puissẽt joir
mesꝑceluiqͥ	mes ꝑ celui qͥ
delevefistvin	de l eve fist vin
quíveustoír	quí veust oír
chancõdebiausemblãtsifacepaíz	chancõ de biau semblãt si face paíz
sisetraieenavant	si se traie en avant
sorralaflor	s orra la flor
delagestevaillantdufíz	de la geste vaillant du fíz
pepĩlericheroi	pepĩ le riche roi
sentramerẽttantTantsentramerẽtcetrovonnoslisant	s entramerẽt tant Tant s entramerẽt ce trovon nos lisant
nesegrepírẽtonq̃sẽlor	ne se grepírẽt onq̃s ẽ lor
vívantdeci	vívant de ci
ilfurentmorantenroíncevauxou	il furent morant en roíncevaux ou
furentꝯbatant	furent ꝯbatant
Contͤgarsilelericheroipoissantquelifel	Contͤ garsile le riche roi poissant que li fel
guennesle	guennes le
lesívendiceseventliauquantCeljor	les í vendi ce sevent li auquant Cel jor
meismesquílfurentꝯbatantenímorutxxxm	meismes qu íl furent ꝯbatant en í morut xxx m
víícentdenozbaronsdont.kll̃	 víí cent de noz barons dont . kll̃
.fudolantCilj́ugleournendienttãtne	. fu dolant Cil j́ugleour n en dient tãt ne
avínta.kll̃.q̃	avínt a . kll̃ . q̃
dexꝑamatantqͥlfistmíracles	dex ꝑama tant qͥ l fist míracles
porluíensonvívantCe	por luí en son vívant Ce
.kll̃.tíntsa	. kll̃ . tínt sa
courtaꝑíssamesonadoc	court a ꝑís sa meson adoc
ifurentlixííꝯpaignonml̃tfutpleníeredegient	i furent li xíí ꝯpaignon ml̃t fut pleníere de gient
íotfoison	í ot foison
maĩtꝯteíotmaĩt	maĩt ꝯte í ot maĩt
pͥncemaĩtbaron	pͥnce  maĩt baron
maĩtch̃rqͥſ̃tde	maĩt ch̃r qͥ ſ̃t de
gͣntrenomnusníremaíntqͥlní	gͣnt renom nus n í remaínt qͥ l n í
chastelnedonj́onipletdevísentdontsonten	chastel ne donj́on i plet devísent dont sont en
ꝯtenconq̃ilirontꝯtregarsilionleroi	ꝯtencon q̃ il iront ꝯtre garsilion le roi
despaigneqͥtantꝑestfelonmesaínz	d espaigne qͥ tant ꝑ est felon mes aínz
dujorlaluoisonOrrontnovellesdontseront	du jor la luoison Orront novelles dont seront
sedexnẽpenseꝑ	se dex n ẽ pense ꝑ
sonsaíntísmenomdedoucefrance	son saíntísme nom de douce france
perdrontlaregíonEsímessageqͥotínelotnon	perdront la regíon Es í message qͥ otínel ot non
messag͛auroífugarsilonꝑmíꝑíschevachea	messag͛ au roí fu garsilon ꝑ mí ꝑís chevache a
esꝑonvíntou	esꝑon vínt ou
palessídescentauꝑronlesdegresmontesídemande	pales sí descent au ꝑron les degres monte sí demande
karlonOg͛encontͤetgautierlebaronillídemande	karlon Og͛ encontͤ et gautier le baron il lí demande
avezvosnonseignorsdítotesmapelel	avez vos non seignors dít otes m apele l
ondespaignesuílenoblegegíonlí	on d espaigne suí le noble gegíon lí
roísgarsileqͥtant	roís garsile qͥ tant
estricheshommenvoíeà	est riches hom m envoíe à
.kl̃.lecuvertle	. kl̃ . le cuvert le
levíelredoísquíaitmaleconOg͛respontsans	le víel redoís quí ait malecon Og͛ respont sans
nulearestoison	nule arestoison
barbealermĩ́pelicon	barbe a l ermĩ́ pelicon 
cest.Roll̃	c est . Roll̃
autreꝑtsontres	autre ꝑt son tres
chierꝯpaignõCestliq̃nsqͥolív͛aa	chier ꝯpaignõ C est li q̃ns qͥ olív͛ a a
nonadontditoteslísarrĩfelon	non adont dit otes lí sarrĩ felon
Carpleustoreamõseignourmahomq̃	Car pleust ore a mõ seignour mahom q̃
jeleusse	je l eusse
penduauchaignonles	pendu au chaignon les
xííperstuesaibastondit	xíí pers tues a i baston  dit
esmovoírteltẽcõdonttuavrasoucolle	esmovoír tel tẽcõ dont tu avras ou col le
chaignõdit.O.nevospͥse	chaignõ dit . O . ne vos pͥse
iboutonnev⁹ne	i bouton ne v ⁹ ne
homevaillantiesꝑonlíſarr̃.sen	home vaillant i esꝑon lí ſarr̃ . s en
víntdevantleroí.kl̃	vínt devant le roí . kl̃
.ditilentendez	. dit il entendez
env͛smoínevossaluq̃f͛ene	en v͛s moí ne vos salu q̃ f͛e ne
ledoísigov͛ne	le doí  si gov͛ne
espaigneroussíeꝑmoi	 espaigne  roussíe ꝑ moi
temandenete	te mande ne te
celaraímíeCrestientenevaltpas	celaraí míe Crestiente ne valt pas
unealíeqͥ	une alíe  qͥ
croímahõquítota	croí mahõ quí tot a
cielterrelamerqͥondíedevíens	ciel  terre  la mer qͥ ondíe devíens
seshõtoí	ses hõ  toí 
taligníep⁹siten	ta ligníe p ⁹ si t en
víenaurichiegasileiltedonraavoír	víen au richie gasile il te donra avoír 
mantíesustotce	mantíe  sus tot ce
teleranormendíedanglet͛rele	te lera normendíe  d anglet͛re le
portlanavíea	port  la navíe a
tonnevou.ꝛoll̃.	ton nevou . ꝛoll̃ .
florientdesuliena	florient de sulie n a
pl⁹preudome	pl ⁹ preudome
entotepaieníenepl⁹hardí	en tote paieníe ne pl ⁹ hardí
fíeredelespee	fíere de l espee
forbíeCiltendrafrancelagͣntcseignoíre	forbíe Cil tendra france  la gͣnt c seignoíre
ditlí	 dit lí
roísensiníraílmíe	roís ensi n íra íl míe
quenditesmamesníe	qu en dites ma mesníe
noríeTotlebarnageahautevoízsescͥe	noríe Tot le barnage a haute voíz s escͥe
droísemꝑerenousnelsoufreronsmíeq̃ja.	droís emꝑere nous nel soufrerons míe q̃ ja .
franceensabaillíemesfaítagient	france en sa baillíe mes faí ta gient
veissínosguíeTant	veis sí nos guíe Tant
q̃truísonla	q̃ truíson la
pugienthaíe	pu gient haíe
seenbatailletrovonleroí	se en bataille trovon le roí
garsilejadesatesteníavragarantíedit	garsile ja de sa teste n í avra garantíe dit
breconíeTexmanaceleroía	breconíe Tex manace le roí a
tollírvíeqͥilf͛a	tollír víe qͥ il f͛a
dolereuseenvaíedarmedecorsf͛a	dolereuse envaíe d arme  de cors f͛a
ladeꝑtíe	la deꝑtíe
eqͣntmessíreavra	e qͣnt mes síre avra
gͣntchevaleríesusvo⁹vendraabatailleregíen	gͣnt chevaleríe sus vo ⁹ vendra a bataille regíe n
iafracoístantaít	i a fracoís tant aít
lacharhardíe	la char hardíe
ꝑaatienevosístetre	ꝑ aatie ne vosíst etre
jusauporcdehũgͥeditdusnaímes	jus au porc de hũgͥe  dit dus naímes
alabarbefloríe	a la barbe floríe
.pa.messageorneme	. pa . message or ne me
coillemíese.kl̃	coille míe se . kl̃
.mandesa	. mande sa
gentaost	gent a ost
baníeilassamblesagͣntchevalleríeOuporrail	baníe  il assamble sa gͣnt chevalleríe Ou porra il
troverleroí	trover le roí
garsiledit.O.oroígͣntestoutie	garsile dit . O . or oí gͣnt estoutie
ꝑmahõmetquínosgouv͛ne	ꝑ mahõmet quí nos gouv͛ne
guíeselavenezvos	 guíe se la venez  vos
fetesfolieTuítímorrez	fetes folie Tuít í morrez
.sutꝑxfoízcxxxmile	. sut ꝑ x foíz c xxx mile
ablanshaubers	a blans haubers
ahiaumesdepavíeune	a hiaumes de pavíe une
citeontfetenlombardie.pa.l	cite ont fet en lombardie . pa . l
apellelacitedatillíeentreííevesestfremee	apelle la cite d atillíe entre íí eves est fremee
batíe	 batíe
luneanõsoigne	l une a nõ soigne
lautreanõ	 l autre a nõ
fisthomeqͥlor	fist home qͥ lor
tollistnavíenelorchatelnelor	tollist navíe ne lor chatel ne lor
gͣntmanantieselavíent.kl̃.a	gͣnt manantie se la víent . kl̃ . a
ilivoile	 il i voile
v͛raonqͥavrabelleamíe	v͛ra on qͥ avra belle amíe
v⁹veillartla	v ⁹ veillart la
nevendrezv	ne vendrez v
ꝑdezlavíe	ꝑdez la víe
parvosn	par vos n
ertmesfetechevaleríenehante	ert mes fete chevaleríe ne hante
routeneforttargeꝑcíejamespucellenavra	route ne fort targe ꝑcíe james pucelle n avra
níambace	n í ambace
necornilenepieqͣntotdumainesq̃si	ne cornile ne pie qͣnt ot du maines q̃ si
lecotͣlieꝑmaltalentasabarbe	le cotͣlie ꝑ mal talent a sa barbe
toutlefrontlirogíenot	tout le front li rogíe n ot
mestelduelen	mes tel duel en
trestotesavíeli	trestote sa víe li
q̃ns.roll̃.	q̃ns . roll̃ .
senestenpiezlevezml̃tdolens	s en est en piez levez ml̃t dolens
corroucousírezilsautavant	corroucous  írez il saut avant
Otessilí	Otes si lí
ml̃tteseras	ml̃t te seras
huípͥssezetvantez	huí pͥssez et vantez
mesꝑceluíqͥ	mes ꝑ celuí qͥ
encͦiezfupenez	en cͦiez fu penez
jamoruissezn	ja moruissez n
enfusseztrestornezssidemaꝑt	en fussez trestornez ssi de ma ꝑt
nefussezafíez	ne fussez afíez
ditO.cesavonnosasez	dit O . ce savon nos asez
matínencesprezToutsoulaseulse	matín en ces prez Tout soul a seul se
f͛elevolezditRoll̃vo⁹	f͛e le volez  dit Roll̃ vo ⁹
lemafíerezdit.O.lamoie	le m afíerez dit . O . la moie
faítenezqͥan	faí tenez qͥ an
faudresisoitcouartclamezlesꝑonlisoít	faudre si soit couart clamez  l esꝑon li soít
dupíeotezjames	du píe otez james
honorezne	honorez ne
predomeservísnealevezlorꝑlefoízplevírent	predome servís ne alevez lor ꝑle foíz plevírent
sisontentrefiezlorsꝑle	si sont entrefiez lors ꝑle
.kl̃.leroísde	. kl̃ . le roís de
s̃.deníssarr̃.	s̃ . denís sarr̃ .
frereꝑlaloidont	frere ꝑ la loi dont
tuvísdequellínage	tu vís de quel línage
estuanton	es tu an ton
paísꝯmantasnõqͣrle	país ꝯmant as nõ qͣr le
suífízgalienaufíervismoíe	 suí fíz galien au fíer vis moíe
estlamarche	est  la marche
estdehautpͥs	est de haut pͥs
unecontreeqͥml̃testposteísde	une contree qͥ ml̃t est posteís de
totesꝑsdestraínglessarrasíns	totes ꝑs d estraíngles sarrasíns
aumacours	 aumacours
meredotentꝑfoilev	me redotent ꝑ foi le v
g͛maínscousínsmesfaonclesfufernaguli	g͛maíns cousíns mes fa oncles fu fernagu li
gentísCeluide	gentís Celui de
naudresq̃Roll̃maocísdemaĩen	naudres q̃ Roll̃ m a ocís demaĩ en
íertifíerchaplebastísditliroís	íert i fíer chaple bastís  dit li roís
tuesassezgentísmarfutoncorsqͣntn	tu es assez gentís mar fu ton cors qͣnt n
asbaptemepͥsdit.O.jeseroíe	as bapteme pͥs dit . O . je seroíe
honísCarvrẽdíeu	honís Car vrẽ díeu
nevaltííparísses	ne valt íí parísses
apellesonchambrelensureníervenezavantp͛nezce	apelle son chambrelens u reníer venez avant p͛nez ce
mesag͛silemenezalameisonganier	mesag͛ si le menez a la meison ganier
donnezalostecſ̃.poursonmẽg͛	donnez a l oste c ſ̃ . pour son mẽg͛
p⁹apeledusnaímesdebaívíeravec	p ⁹ apele dus naímes de baívíer  avec
luílebonsdanoisog͛avosꝯmantfeit	luí le bons danois og͛ a vos ꝯmant feit
ilcestmessag͛sileservezseiln	il cest messag͛ si le servez se il n
ametíerCil	a metíer Cil
lenmenerẽtsenspoínt	l en menerẽt sens poínt
dedoloíerleꝯmant	de doloíer le ꝯmant
asísausouper	asís au souper
entorluí	 entor luí
sidemaine	si demaine 
siperqͣntontsoupesi	si per qͣnt ont soupe si
senvontreposer	s en vont reposer
jusqueau	jus que au
matínq̃lejour	matín q̃ le jour
parucler.kl̃.se	paru cler . kl̃ . se
lamessechantelabedes̃.omeri	la messe chante l abe de s̃ . omer i
hanapdorfíst.kl̃	hanap d or físt . kl̃
.aport͛deparisezlefíst	. aport͛ de parisez le físt
trestotꝯblersoffrandefetp	trestot ꝯbler s offrande fet  p
⁹lixííper.roll̃.ofridurendal	⁹ li xíí per . roll̃ . ofri durendal
sonbranc	son branc
clerp᷑lareconifístxmarsdonnerap͛s	cler p᷑ la recon i físt x mars donner ap͛s
esgard͛lesarraímqͥvíentauroiꝑlerlisarraĩ	esgard͛ le sarraím qͥ víent au roi ꝑler li sarraĩ
víntorgeilleusementouqͥlvoit.kl̃	vínt orgeilleusement ou qͥ l voit . kl̃
ilouest	il ou est
rollantp᷑qͥfrancoísse	rollant p᷑ qͥ francoís se
ilnetíentv͛moílecõvenantq̃nosfeímes	il ne tíent v͛ moí le cõvenant q̃ nos feímes
enlacortenoiantaces	en la cort en oiant a ces
⁹ditíí	⁹ dit íí
mosꝯch̃rvaillantfoíq̃j́	mos ꝯ ch̃r vaillant foí q̃ j́
jesuícreantjenelaíraípornul	je suí creant je ne laíraí por nul
homevívantq̃neterendetoutvancuouestant	home vívant q̃ ne te rende tout vancu ou estant
Oudelamortsouffreras	Ou de la mort souffreras
letormentdit.O.faítes	le torment dit . O . faítes
donq̃sítantprenezvosarmesjevos	donq̃s ítant prenez vos armes  je vos
ac͛antsevosanfailpendez	ac͛ant se vos an fail pendez
moimaítenantditOl̃.ml̃tꝑlezhautementJh̃u	moi maítenant dit Ol̃ . ml̃t ꝑlez hautement Jh̃u
degloíre	de gloíre
cravent	 cravent
lixííperanontmene.Roll̃.si	li xíí per an ont mene . Roll̃ . si
lontarmebelcortesmentOudos	l ont arme bel  cortesment Ou dos
